token,lemma,pos
!,!,PUNCT
It,it,PRON
gave,give,VERB
me,I,PRON
a,a,DET
frightful,frightful,ADJ
shock,shock,NOUN
afterward,afterward,ADV
when,when,ADV
you,you,PRON
wrote,write,VERB
that,that,SCONJ
he,he,PRON
thought,think,VERB
me,I,PRON
splendid,splendo,VERB
;,;,PUNCT
how,how,ADV
could,could,AUX
he,he,PRON
be,be,AUX
so,so,ADV
deceived,deceiv,VERB
?,?,PUNCT
Splendid,Splendid,PROPN
is,be,AUX
the,the,DET
one,one,NOUN
thing,thing,NOUN
that,that,PRON
neither,neither,VERB
you,you,PRON
nor,nor,CCONJ
I,I,PRON
are,be,VERB
.,.,PUNCT
We,we,PRON
are,be,AUX
many,many,ADJ
other,other,ADJ
things,thing,NOUN
--,--,PUNCT
we,we,PRON
're,be,AUX
extraordinary,extraordinary,ADJ
",",",",PUNCT
we,we,PRON
're,be,AUX
clever,clever,ADV
",",",",PUNCT
we,we,PRON
could,could,AUX
be,be,AUX
said,say,VERB
",",",",PUNCT
I,I,PRON
suppose,suppose,VERB
",",",",PUNCT
to,to,PART
be,be,AUX
brilliant,brilliant,ADJ
.,.,PUNCT
We,we,PRON
can,can,AUX
attract,attract,VERB
people,people,NOUN
",",",",PUNCT
we,we,PRON
can,can,AUX
make,make,VERB
atmosphere,atmosphere,NOUN
",",",",PUNCT
we,we,PRON
can,can,AUX
almost,almost,ADV
lose,lose,VERB
our,we,PRON
Celtic,Celtic,ADJ
souls,soul,NOUN
in,in,ADP
Celtic,Celtic,PROPN
subtleties,subtlety,NOUN
",",",",PUNCT
we,we,PRON
can,can,AUX
almost,almost,ADV
always,always,ADV
have,have,VERB
our,we,PRON
own,own,ADJ
way,way,NOUN
;,;,PUNCT
but,but,CCONJ
splendid,splendid,NOUN
--,--,PUNCT
rather,rather,ADV
not,not,PART
!,!,PUNCT
I,I,PRON
am,be,AUX
going,go,VERB
to,to,PART
Rome,Rome,VERB
with,with,ADP
a,a,DET
wonderful,wonderful,ADJ
dossier,dossier,NOUN
and,and,CCONJ
letters,letter,NOUN
of,of,ADP
introduction,introduction,NOUN
that,that,PRON
cover,cover,VERB
every,every,DET
capital,capital,NOUN
in,in,ADP
Europe,Europe,PROPN
",",",",PUNCT
and,and,CCONJ
there,there,PRON
will,will,AUX
be,be,VERB
"""","""",PUNCT
no,no,DET
small,small,ADJ
stir,stir,NOUN
"""","""",PUNCT
when,when,ADV
I,I,PRON
get,get,VERB
there,there,ADV
.,.,PUNCT
How,how,ADV
I,I,PRON
wish,wish,VERB
you,you,PRON
were,be,AUX
with,with,ADP
me,I,PRON
!,!,PUNCT
This,this,PRON
sounds,sound,VERB
like,like,ADP
a,a,DET
rather,rather,NOUN
cynical,cynical,ADJ
paragraph,paragraph,NOUN
",",",",PUNCT
not,not,PART
at,at,ADV
all,all,DET
the,the,DET
sort,sort,NOUN
of,of,ADP
thing,thing,NOUN
that,that,PRON
a,a,DET
middle,middle,ADJ
-,-,PUNCT
aged,aged,ADJ
clergyman,clergyman,NOUN
should,should,AUX
write,write,VERB
to,to,ADP
a,a,DET
youth,youth,NOUN
about,about,ADV
to,to,PART
depart,depart,VERB
for,for,ADP
the,the,DET
war,war,NOUN
;,;,PUNCT
the,the,DET
only,only,ADJ
excuse,excuse,NOUN
is,be,VERB
that,that,SCONJ
the,the,DET
middle,middle,ADJ
-,-,PUNCT
aged,aged,ADJ
clergyman,clergyman,NOUN
is,be,AUX
talking,talk,VERB
to,to,ADP
himself,himself,PRON
.,.,PUNCT
There,there,PRON
are,be,AUX
deep,deep,ADJ
things,thing,NOUN
in,in,ADP
us,we,PRON
and,and,CCONJ
you,you,PRON
know,know,VERB
what,what,PRON
they,they,PRON
are,be,AUX
as,as,ADV
well,well,ADV
as,as,SCONJ
I,I,PRON
do,do,VERB
.,.,PUNCT
We,we,PRON
have,have,VERB
great,great,ADJ
faith,faith,NOUN
",",",",PUNCT
though,though,SCONJ
yours,yours,PRON
at,at,ADP
present,present,NOUN
is,be,AUX
uncrystallized,uncrystallized,ADJ
;,;,PUNCT
we,we,PRON
have,have,VERB
a,a,DET
terrible,terrible,ADJ
honesty,honesty,NOUN
that,that,PRON
all,all,DET
our,we,PRON
sophistry,sophistry,NOUN
can,can,AUX
not,not,PART
destroy,destroy,VERB
and,and,CCONJ
",",",",PUNCT
above,above,ADV
all,all,DET
",",",",PUNCT
a,a,DET
childlike,childlike,ADJ
simplicity,simplicity,NOUN
that,that,PRON
keeps,keep,VERB
us,we,PRON
from,from,ADP
ever,ever,ADV
being,be,AUX
really,really,ADV
malicious,malicious,ADJ
.,.,PUNCT
I,I,PRON
have,have,AUX
written,write,VERB
a,a,DET
keen,keen,NOUN
for,for,ADP
you,you,PRON
which,which,PRON
follows,follow,VERB
.,.,PUNCT
I,I,PRON
am,be,AUX
sorry,sorry,ADJ
your,you,PRON
cheeks,cheek,NOUN
are,be,AUX
not,not,PART
up,up,ADP
to,to,ADP
the,the,DET
description,description,NOUN
I,I,PRON
have,have,AUX
written,write,VERB
of,of,ADP
them,they,PRON
",",",",PUNCT
but,but,CCONJ
you,you,PRON
_,NA,SYM
will,will,AUX
_,NA,SYM
smoke,smoke,NOUN
and,and,CCONJ
read,read,VERB
all,all,DET
night,night,NOUN
--,--,PUNCT
At,at,ADP
any,any,DET
rate,rate,NOUN
here,here,ADV
it,it,PRON
is,be,AUX
:,:,PUNCT
A,a,DET
Lament,Lament,NOUN
for,for,ADP
a,a,DET
Foster,foster,PROPN
Son,son,PROPN
",",",",PUNCT
and,and,CCONJ
He,he,PRON
going,go,VERB
to,to,ADP
the,the,DET
War,War,PROPN
Against,against,ADP
the,the,DET
King,King,PROPN
of,of,ADP
Foreign,foreign,ADJ
.,.,PUNCT
"""","""",PUNCT
Ochone,Ochone,NOUN
He,he,PRON
is,be,AUX
gone,gone,VERB
from,from,ADP
me,I,PRON
the,the,DET
son,son,NOUN
of,of,ADP
my,my,PRON
mind,mind,NOUN
And,and,CCONJ
he,he,PRON
in,in,ADP
his,he,PRON
golden,golden,ADJ
youth,youth,NOUN
like,like,ADP
Angus,Angus,PROPN
Oge,Oge,INTJ
Angus,Angus,ADP
of,of,ADP
the,the,DET
bright,bright,ADJ
birds,bird,NOUN
And,and,CCONJ
his,he,PRON
mind,mind,NOUN
strong,strong,ADJ
and,and,CCONJ
subtle,subtle,ADJ
like,like,ADP
the,the,DET
mind,mind,NOUN
of,of,ADP
Cuchulin,Cuchulin,PROPN
on,on,ADP
Muirtheme,Muirtheme,PROPN
.,.,PUNCT
Awirra,Awirra,PROPN
sthrue,sthrue,NOUN
His,he,PRON
brow,brow,NOUN
is,be,AUX
as,as,ADV
white,white,ADJ
as,as,ADP
the,the,DET
milk,milk,NOUN
of,of,ADP
the,the,DET
cows,cow,NOUN
of,of,ADP
Maeve,Maeve,PROPN
And,and,CCONJ
his,he,PRON
cheeks,cheek,NOUN
like,like,ADP
the,the,DET
cherries,cherry,NOUN
of,of,ADP
the,the,DET
tree,tree,NOUN
And,and,CCONJ
it,it,PRON
bending,bend,VERB
down,down,ADV
to,to,ADP
Mary,Mary,PROPN
and,and,CCONJ
she,she,PRON
feeding,feed,VERB
the,the,DET
Son,Son,PROPN
of,of,ADP
God,God,PROPN
.,.,PUNCT
Aveelia,Aveelia,PROPN
Vrone,Vrone,PROPN
His,he,PRON
hair,hair,NOUN
is,be,AUX
like,like,ADP
the,the,DET
golden,golden,ADJ
collar,collar,NOUN
of,of,ADP
the,the,DET
Kings,kings,PROPN
at,at,ADP
Tara,Tara,PROPN
And,and,CCONJ
his,he,PRON
eyes,eyes,NOUN
like,like,ADP
the,the,DET
four,four,NUM
gray,gray,ADJ
seas,seas,NOUN
of,of,ADP
Erin,Erin,PROPN
.,.,PUNCT
And,and,CCONJ
they,they,PRON
swept,sweep,VERB
with,with,ADP
the,the,DET
mists,mist,NOUN
of,of,ADP
rain,rain,NOUN
.,.,PUNCT
Mavrone,Mavrone,PRON
go,go,VERB
Gudyo,Gudyo,PROPN
He,he,PRON
to,to,PART
be,be,AUX
in,in,ADP
the,the,DET
joyful,joyful,ADJ
and,and,CCONJ
red,red,ADJ
battle,battle,NOUN
Amongst,amongst,ADP
the,the,DET
chieftains,chieftain,NOUN
and,and,CCONJ
they,they,PRON
doing,do,VERB
great,great,ADJ
deeds,deed,NOUN
of,of,ADP
valor,valor,NOUN
His,he,PRON
life,life,NOUN
to,to,PART
go,go,VERB
from,from,ADP
him,he,PRON
It,it,PRON
is,be,AUX
the,the,DET
chords,chord,NOUN
of,of,ADP
my,my,PRON
own,own,ADJ
soul,soul,NOUN
would,would,AUX
be,be,AUX
loosed,loose,VERB
.,.,PUNCT
A,a,DET
Vich,Vich,PROPN
Deelish,Deelish,PROPN
My,my,PRON
heart,heart,NOUN
is,be,AUX
in,in,ADP
the,the,DET
heart,heart,NOUN
of,of,ADP
my,my,PRON
son,son,NOUN
And,and,CCONJ
my,my,PRON
life,life,NOUN
is,be,AUX
in,in,ADP
his,he,PRON
life,life,NOUN
surely,surely,ADV
A,a,DET
man,man,NOUN
can,can,AUX
be,be,AUX
twice,twice,ADV
young,young,ADJ
In,in,ADP
the,the,DET
life,life,NOUN
of,of,ADP
his,he,PRON
sons,son,NOUN
only,only,ADV
.,.,PUNCT
Jia,Jia,PROPN
du,do,PROPN
Vaha,Vaha,PROPN
Alanav,Alanav,PROPN
May,may,AUX
the,the,DET
Son,son,PROPN
of,of,ADP
God,God,PROPN
be,be,AUX
above,above,ADP
him,he,PRON
and,and,CCONJ
beneath,beneath,ADP
him,he,PRON
",",",",PUNCT
before,before,ADP
him,he,PRON
and,and,CCONJ
behind,behind,ADP
him,he,PRON
May,may,AUX
the,the,DET
King,King,PROPN
of,of,ADP
the,the,DET
elements,element,NOUN
cast,cast,VERB
a,a,DET
mist,mist,NOUN
over,over,ADP
the,the,DET
eyes,eyes,NOUN
of,of,ADP
the,the,DET
King,king,NOUN
of,of,ADP
Foreign,foreign,PROPN
",",",",PUNCT
May,may,AUX
the,the,DET
Queen,Queen,PROPN
of,of,ADP
the,the,DET
Graces,Graces,PROPN
lead,lead,VERB
him,he,PRON
by,by,ADP
the,the,DET
hand,hand,NOUN
the,the,DET
way,way,NOUN
he,he,PRON
can,can,AUX
go,go,VERB
through,through,ADP
the,the,DET
midst,midst,NOUN
of,of,ADP
his,he,PRON
enemies,enemy,NOUN
and,and,CCONJ
they,they,PRON
not,not,PART
seeing,see,VERB
him,he,PRON
May,May,PROPN
Patrick,Patrick,PROPN
of,of,ADP
the,the,DET
Gael,Gael,PROPN
and,and,CCONJ
Collumb,Collumb,PROPN
of,of,ADP
the,the,DET
Churches,Church,NOUN
and,and,CCONJ
the,the,DET
five,five,NUM
thousand,thousand,NUM
Saints,Saint,NOUN
of,of,ADP
Erin,Erin,PROPN
be,be,AUX
better,better,ADJ
than,than,ADP
a,a,DET
shield,shield,NOUN
to,to,ADP
him,he,PRON
And,and,CCONJ
he,he,PRON
got,get,VERB
into,into,ADP
the,the,DET
fight,fight,NOUN
.,.,PUNCT
Och,Och,PROPN
Ochone,Ochone,PROPN
.,.,PUNCT
"""","""",PUNCT
Amory,Amory,INTJ
--,--,PUNCT
Amory,Amory,INTJ
--,--,PUNCT
I,I,PRON
feel,feel,VERB
",",",",PUNCT
somehow,somehow,ADV
",",",",PUNCT
that,that,SCONJ
this,this,PRON
is,be,AUX
all,all,DET
;,;,PUNCT
one,one,NUM
or,or,CCONJ
both,both,DET
of,of,ADP
us,we,PRON
is,be,AUX
not,not,PART
going,go,VERB
to,to,PART
last,last,VERB
out,out,ADP
this,this,DET
war,war,NOUN
....,....,PUNCT
I,I,PRON
've,have,AUX
been,be,AUX
trying,try,VERB
to,to,PART
tell,tell,VERB
you,you,PRON
how,how,ADV
much,much,ADJ
this,this,DET
reincarnation,reincarnation,NOUN
of,of,ADP
myself,myself,PRON
in,in,ADP
you,you,PRON
has,have,AUX
meant,mean,VERB
in,in,ADP
the,the,DET
last,last,ADJ
few,few,ADJ
years,year,NOUN
...,...,PUNCT
curiously,curiously,ADV
alike,alike,SCONJ
we,we,PRON
are,be,AUX
...,...,PUNCT
curiously,curiously,ADV
unlike,unlike,ADJ
.,.,PUNCT
Good,good,INTJ
-,-,PUNCT
by,by,ADP
",",",",PUNCT
dear,dear,ADJ
boy,boy,NOUN
",",",",PUNCT
and,and,CCONJ
God,God,PROPN
be,be,AUX
with,with,ADP
you,you,PRON
.,.,PUNCT
THAYER,Thayer,ADJ
DARCY,Darcy,NOUN
.,.,PUNCT
*****,*****,PUNCT
EMBARKING,Embark,VERB
AT,at,ADP
NIGHT,NIGHT,NOUN
Amory,Amory,PROPN
moved,move,VERB
forward,forward,ADV
on,on,ADP
the,the,DET
deck,deck,NOUN
until,until,SCONJ
he,he,PRON
found,find,VERB
a,a,DET
stool,stool,NOUN
under,under,ADP
an,a,DET
electric,electric,ADJ
light,light,NOUN
.,.,PUNCT
He,he,PRON
searched,search,VERB
in,in,ADP
his,he,PRON
pocket,pocket,NOUN
for,for,ADP
note,note,NOUN
-,-,PUNCT
book,book,NOUN
and,and,CCONJ
pencil,pencil,NOUN
and,and,CCONJ
then,then,ADV
began,begin,VERB
to,to,PART
write,write,VERB
",",",",PUNCT
slowly,slowly,ADV
",",",",PUNCT
laboriously,laboriously,ADV
:,:,PUNCT
"""","""",PUNCT
We,we,PRON
leave,leave,VERB
to,to,ADP
-,-,PUNCT
night,night,NOUN
...,...,PUNCT
Silent,Silent,PROPN
",",",",PUNCT
we,we,PRON
filled,fill,VERB
the,the,DET
still,still,ADV
",",",",PUNCT
deserted,desert,VERB
street,street,NOUN
",",",",PUNCT
A,a,DET
column,column,NOUN
of,of,ADP
dim,dim,ADJ
gray,gray,NOUN
",",",",PUNCT
And,and,CCONJ
ghosts,ghost,NOUN
rose,rise,VERB
startled,start,VERB
at,at,ADP
the,the,DET
muffled,muffled,VERB
beat,beat,NOUN
Along,along,ADP
the,the,DET
moonless,moonless,ADJ
way,way,NOUN
;,;,PUNCT
The,the,DET
shadowy,shadowy,ADJ
shipyards,shipyard,NOUN
echoed,echo,VERB
to,to,ADP
the,the,DET
feet,foot,NOUN
That,that,PRON
turned,turn,VERB
from,from,ADP
night,night,NOUN
and,and,CCONJ
day,day,NOUN
.,.,PUNCT
And,and,CCONJ
so,so,ADV
we,we,PRON
linger,linger,VERB
on,on,ADP
the,the,DET
windless,windless,NOUN
decks,deck,NOUN
",",",",PUNCT
See,see,VERB
on,on,ADP
the,the,DET
spectre,spectre,NOUN
shore,shore,NOUN
Shades,Shade,ADP
of,of,ADP
a,a,DET
thousand,thousand,NUM
days,day,NOUN
",",",",PUNCT
poor,poor,ADJ
gray-,gray-,PUNCT
ribbed,rib,VERB
wrecks,wreck,NOUN
...,...,PUNCT
Oh,oh,INTJ
",",",",PUNCT
shall,shall,AUX
we,we,PRON
then,then,ADV
deplore,deplore,VERB
Those,those,DET
futile,futile,ADJ
years,year,NOUN
!,!,PUNCT
See,see,VERB
how,how,ADV
the,the,DET
sea,sea,NOUN
is,be,AUX
white,white,ADJ
!,!,PUNCT
The,the,DET
clouds,cloud,NOUN
have,have,AUX
broken,break,VERB
and,and,CCONJ
the,the,DET
heavens,heavens,NOUN
burn,burn,VERB
To,to,ADP
hollow,hollow,ADJ
highways,highways,NOUN
",",",",PUNCT
paved,pav,VERB
with,with,ADP
gravelled,gravell,VERB
light,light,NOUN
The,the,DET
churning,churning,NOUN
of,of,ADP
the,the,DET
waves,wafe,NOUN
about,about,ADP
the,the,DET
stern,stern,NOUN
Rises,rise,NOUN
to,to,ADP
one,one,NUM
voluminous,voluminous,NOUN
nocturne,nocturne,NUM
",",",",PUNCT
...,...,SYM
We,we,PRON
leave,leave,VERB
to,to,ADP
-,-,PUNCT
night,night,NOUN
.,.,PUNCT
"""","""",PUNCT
A,a,DET
letter,letter,NOUN
from,from,ADP
Amory,Amory,PROPN
",",",",PUNCT
headed,head,VERB
"""","""",PUNCT
Brest,Brest,PROPN
",",",",PUNCT
March,March,PROPN
11th,11th,NOUN
",",",",PUNCT
1919,1919,NUM
",",",",PUNCT
"""","""",PUNCT
to,to,ADP
Lieutenant,Lieutenant,PROPN
T.,T.,PROPN
P.,P.,PROPN
D',d',PROPN
Invilliers,Invilliers,PROPN
",",",",PUNCT
Camp,camp,PROPN
Gordon,Gordon,PROPN
",",",",PUNCT
Ga,ga,PROPN
.,.,PUNCT
DEAR,dear,PROPN
BAUDELAIRE,baudelaire,PROPN
:,:,PUNCT
--,--,PUNCT
We,we,PRON
meet,meet,VERB
in,in,ADP
Manhattan,Manhattan,PROPN
on,on,ADP
the,the,DET
30th,30th,NOUN
of,of,ADP
this,this,PRON
very,very,ADV
mo.,mo.,ADV
;,;,PUNCT
we,we,PRON
then,then,ADV
proceed,proceed,VERB
to,to,ADP
take,take,VERB
a,a,DET
very,very,ADV
sporty,sporty,ADJ
apartment,apartment,NOUN
",",",",PUNCT
you,you,PRON
and,and,CCONJ
I,I,PRON
and,and,CCONJ
Alec,Alec,PROPN
",",",",PUNCT
who,who,PRON
is,be,VERB
at,at,ADP
me,I,PRON
elbow,elbow,ADV
as,as,ADV
I,I,PRON
write,write,VERB
.,.,PUNCT
I,I,PRON
do,do,AUX
n't,not,PART
know,know,VERB
what,what,PRON
I,I,PRON
'm,be,AUX
going,go,VERB
to,to,PART
do,do,VERB
but,but,CCONJ
I,I,PRON
have,have,VERB
a,a,DET
vague,vague,ADJ
dream,dream,NOUN
of,of,ADP
going,go,VERB
into,into,ADP
politics,politics,NOUN
.,.,PUNCT
Why,why,ADV
is,be,AUX
it,it,PRON
that,that,SCONJ
the,the,DET
pick,pick,NOUN
of,of,ADP
the,the,DET
young,young,ADJ
Englishmen,Englishmen,PROPN
from,from,ADP
Oxford,Oxford,PROPN
and,and,CCONJ
Cambridge,Cambridge,PROPN
go,go,VERB
into,into,ADP
politics,politics,NOUN
and,and,CCONJ
in,in,ADP
the,the,DET
U.,U.,PROPN
S,s,NOUN
.,.,PUNCT
A.,a.,PUNCT
we,we,PRON
leave,leave,VERB
it,it,PRON
to,to,ADP
the,the,DET
muckers,mucker,NOUN
?--,?--,PUNCT
raised,raise,VERB
in,in,ADP
the,the,DET
ward,ward,NOUN
",",",",PUNCT
educated,educat,VERB
in,in,ADP
the,the,DET
assembly,assembly,NOUN
and,and,CCONJ
sent,send,VERB
to,to,ADP
Congress,Congress,PROPN
",",",",PUNCT
fat,fat,NOUN
-,-,PUNCT
paunched,paunch,VERB
bundles,bundle,NOUN
of,of,ADP
corruption,corruption,NOUN
",",",",PUNCT
devoid,devoid,ADJ
of,of,ADP
"""","""",PUNCT
both,both,CCONJ
ideas,idea,NOUN
and,and,CCONJ
ideals,ideal,NOUN
"""","""",PUNCT
as,as,ADP
the,the,DET
debaters,debater,NOUN
used,use,VERB
to,to,PART
say,say,VERB
.,.,PUNCT
Even,even,ADV
forty,forty,NUM
years,year,NOUN
ago,ago,ADV
we,we,PRON
had,have,VERB
good,good,ADJ
men,man,NOUN
in,in,ADP
politics,politics,NOUN
",",",",PUNCT
but,but,CCONJ
we,we,PRON
",",",",PUNCT
we,we,PRON
are,be,AUX
brought,bring,VERB
up,up,ADV
to,to,PART
pile,pile,VERB
up,up,ADP
a,a,DET
million,million,NOUN
and,and,CCONJ
"""","""",PUNCT
show,show,VERB
what,what,PRON
we,we,PRON
are,be,AUX
made,make,VERB
of,of,ADP
.,.,PUNCT
"""","""",PUNCT
Sometimes,sometimes,ADV
I,I,PRON
wish,wish,VERB
I,I,PRON
'd,have,AUX
been,be,AUX
an,a,DET
Englishman,Englishman,PROPN
;,;,PUNCT
American,american,ADJ
life,life,NOUN
is,be,AUX
so,so,ADV
damned,damned,ADJ
dumb,dumb,ADJ
and,and,CCONJ
stupid,stupid,ADJ
and,and,CCONJ
healthy,healthy,ADJ
.,.,PUNCT
Since,since,ADP
poor,poor,ADJ
Beatrice,Beatrice,PROPN
died,die,VERB
I,I,PRON
'll,will,AUX
probably,probably,ADV
have,have,VERB
a,a,DET
little,little,ADJ
money,money,NOUN
",",",",PUNCT
but,but,CCONJ
very,very,ADV
darn,darn,VERB
little,little,ADV
.,.,PUNCT
I,I,PRON
can,can,AUX
forgive,forgive,VERB
mother,mother,NOUN
almost,almost,ADV
everything,everything,PRON
except,except,ADP
the,the,DET
fact,fact,NOUN
that,that,SCONJ
in,in,ADP
a,a,DET
sudden,sudden,ADJ
burst,burst,NOUN
of,of,ADP
religiosity,religiosity,NOUN
toward,toward,ADP
the,the,DET
end,end,NOUN
",",",",PUNCT
she,she,PRON
left,leave,VERB
half,half,NOUN
of,of,SCONJ
what,what,PRON
remained,remain,VERB
to,to,PART
be,be,AUX
spent,spend,VERB
in,in,ADP
stained,stain,VERB
-,-,PUNCT
glass,glass,NOUN
windows,window,NOUN
and,and,CCONJ
seminary,seminary,ADJ
endowments,endowment,NOUN
.,.,PUNCT
Mr.,Mr.,PROPN
Barton,Barton,PROPN
",",",",PUNCT
my,my,PRON
lawyer,lawyer,NOUN
",",",",PUNCT
writes,write,VERB
me,I,PRON
that,that,SCONJ
my,my,PRON
thousands,thousand,NOUN
are,be,AUX
mostly,mostly,ADV
in,in,ADP
street,street,NOUN
railways,railway,NOUN
and,and,CCONJ
that,that,SCONJ
the,the,DET
said,say,VERB
Street,Street,PROPN
R.R.,R.R.,PROPN
s,s,PART
are,be,AUX
losing,lose,VERB
money,money,NOUN
because,because,ADP
of,of,ADP
the,the,DET
five,five,NUM
-,-,PUNCT
cent,cent,NOUN
fares,far,NOUN
.,.,PUNCT
Imagine,imagine,VERB
a,a,DET
salary,salary,ADJ
list,list,NOUN
that,that,PRON
gives,give,VERB
$,$,SYM
350,350,NUM
a,a,DET
month,month,NOUN
to,to,ADP
a,a,DET
man,man,NOUN
that,that,PRON
ca,can,AUX
n't,not,PART
read,read,VERB
and,and,CCONJ
write,write,VERB
!--,!--,PUNCT
yet,yet,ADV
I,I,PRON
believe,believe,VERB
in,in,ADP
it,it,PRON
",",",",PUNCT
even,even,ADV
though,though,SCONJ
I,I,PRON
've,have,AUX
seen,see,VERB
what,what,PRON
was,be,AUX
once,once,ADV
a,a,DET
sizable,sizable,ADJ
fortune,fortune,NOUN
melt,melt,VERB
away,away,ADV
between,between,ADP
speculation,speculation,NOUN
",",",",PUNCT
extravagance,extravagance,ADV
",",",",PUNCT
the,the,DET
democratic,democratic,ADJ
administration,administration,NOUN
",",",",PUNCT
and,and,CCONJ
the,the,DET
income,income,NOUN
tax,tax,NOUN
--,--,PUNCT
modern,modern,ADJ
",",",",PUNCT
that,that,PRON
's,be,AUX
me,I,PRON
all,all,ADV
over,over,ADV
",",",",PUNCT
Mabel,Mabel,PROPN
.,.,PUNCT
At,at,ADP
any,any,DET
rate,rate,NOUN
we,we,PRON
'll,will,AUX
have,have,VERB
really,really,ADV
knock,knock,NOUN
-,-,PUNCT
out,out,NOUN
rooms,room,NOUN
--,--,PUNCT
you,you,PRON
can,can,AUX
get,get,VERB
a,a,DET
job,job,NOUN
on,on,ADP
some,some,DET
fashion,fashion,NOUN
magazine,magazine,NOUN
",",",",PUNCT
and,and,CCONJ
Alec,Alec,PROPN
can,can,AUX
go,go,VERB
into,into,ADP
the,the,DET
Zinc,zinc,PROPN
Company,company,PROPN
or,or,CCONJ
whatever,whatever,DET
it,it,PRON
is,be,VERB
that,that,SCONJ
his,he,PRON
people,people,NOUN
own,own,VERB
--,--,PUNCT
he,he,PRON
's,be,AUX
looking,look,VERB
over,over,ADP
my,my,PRON
shoulder,shoulder,NOUN
and,and,CCONJ
he,he,PRON
says,say,VERB
it,it,PRON
's,be,AUX
a,a,DET
brass,brass,NOUN
company,company,NOUN
",",",",PUNCT
but,but,CCONJ
I,I,PRON
do,do,AUX
n't,not,PART
think,think,VERB
it,it,PRON
matters,matter,VERB
much,much,ADV
",",",",PUNCT
do,do,VERB
you,you,PRON
?,?,PUNCT
There,there,PRON
's,be,VERB
probably,probably,ADV
as,as,ADV
much,much,ADJ
corruption,corruption,NOUN
in,in,ADP
zinc-,zinc-,PUNCT
made,make,VERB
money,money,NOUN
as,as,ADP
brass,brass,NOUN
-,-,PUNCT
made,make,VERB
money,money,NOUN
.,.,PUNCT
As,as,SCONJ
for,for,ADP
the,the,DET
well,well,ADV
-,-,PUNCT
known,know,VERB
Amory,Amory,PROPN
",",",",PUNCT
he,he,PRON
would,would,AUX
write,write,VERB
immortal,immortal,ADJ
literature,literature,NOUN
if,if,SCONJ
he,he,PRON
were,be,AUX
sure,sure,ADJ
enough,enough,ADJ
about,about,ADP
anything,anything,PRON
to,to,PART
risk,risk,VERB
telling,tell,VERB
any,any,DET
one,one,NOUN
else,else,ADJ
about,about,ADP
it,it,PRON
.,.,PUNCT
There,there,PRON
is,be,VERB
no,no,DET
more,more,ADV
dangerous,dangerous,ADJ
gift,gift,NOUN
to,to,PART
posterity,posterity,VERB
than,than,ADP
a,a,DET
few,few,ADJ
cleverly,cleverly,ADV
turned,turn,VERB
platitudes,platitude,NOUN
.,.,PUNCT
Tom,Tom,PROPN
",",",",PUNCT
why,why,ADV
do,do,AUX
n't,not,PART
you,you,PRON
become,become,VERB
a,a,DET
Catholic,Catholic,NOUN
?,?,PUNCT
Of,of,ADV
course,course,ADV
to,to,PART
be,be,AUX
a,a,DET
good,good,ADJ
one,one,NOUN
you,you,PRON
'd,would,AUX
have,have,VERB
to,to,PART
give,give,VERB
up,up,ADP
those,those,DET
violent,violent,ADJ
intrigues,intrigue,NOUN
you,you,PRON
used,use,VERB
to,to,PART
tell,tell,VERB
me,I,PRON
about,about,ADV
",",",",PUNCT
but,but,CCONJ
you,you,PRON
'd,would,AUX
write,write,VERB
better,better,ADJ
poetry,poetry,NOUN
if,if,SCONJ
you,you,PRON
were,be,AUX
linked,link,VERB
up,up,ADP
to,to,ADP
tall,tall,ADJ
golden,golden,ADJ
candlesticks,candlestick,NOUN
and,and,CCONJ
long,long,ADJ
",",",",PUNCT
even,even,ADV
chants,chant,NOUN
",",",",PUNCT
and,and,CCONJ
even,even,ADV
if,if,SCONJ
the,the,DET
American,american,ADJ
priests,priest,NOUN
are,be,AUX
rather,rather,ADP
burgeois,burgeois,NOUN
",",",",PUNCT
as,as,SCONJ
Beatrice,Beatrice,PROPN
used,use,VERB
to,to,PART
say,say,VERB
",",",",PUNCT
still,still,ADV
you,you,PRON
need,need,VERB
only,only,ADV
go,go,VERB
to,to,ADP
the,the,DET
sporty,sporty,NOUN
churches,church,NOUN
",",",",PUNCT
and,and,CCONJ
I,I,PRON
'll,will,AUX
introduce,introduce,VERB
you,you,PRON
to,to,ADP
Monsignor,Monsignor,PROPN
Darcy,Darcy,PROPN
who,who,PRON
really,really,ADV
is,be,VERB
a,a,DET
wonder,wonder,NOUN
.,.,PUNCT
Kerry,Kerry,PROPN
's,'s,PART
death,death,NOUN
was,be,AUX
a,a,DET
blow,blow,NOUN
",",",",PUNCT
so,so,ADV
was,be,AUX
Jesse,Jesse,PROPN
's,'s,PART
to,to,ADP
a,a,DET
certain,certain,ADJ
extent,extent,NOUN
.,.,PUNCT
And,and,CCONJ
I,I,PRON
have,have,VERB
a,a,DET
great,great,ADJ
curiosity,curiosity,NOUN
to,to,PART
know,know,VERB
what,what,DET
queer,queer,NOUN
corner,corner,NOUN
of,of,ADP
the,the,DET
world,world,NOUN
has,have,AUX
swallowed,swallow,VERB
Burne,Burne,PROPN
.,.,PUNCT
Do,do,AUX
you,you,PRON
suppose,suppose,VERB
he,he,PRON
's,be,AUX
in,in,ADP
prison,prison,NOUN
under,under,ADP
some,some,DET
false,false,ADJ
name,name,NOUN
?,?,PUNCT
I,I,PRON
confess,confess,VERB
